Node1,Node2
0,1
0,3
0,4
0,7
0,101
0,1006
0,288
0,861
0,782
0,284
0,12
0,865
0,20
0,747
0,928
0,476
0,843
0,262
0,276
0,693
0,340
1,2
1,16
1,20
1,25
1,73
1,135
1,297
1,289
1,326
1,460
1,798
1,319
1,773
1,169
1,159
1,885
1,621
1,693
1,157
1,420
1,262
1,865
1,361
1,165
1,398
1,454
1,340
1,928
1,821
1,493
1,965
1,75
1,220
1,633
1,215
1,537
1,482
1,984
1,664
1,219
1,163
1,304
1,970
2,64
2,233
2,482
2,664
2,561
2,135
2,159
2,498
2,289
2,621
2,693
2,215
2,420
2,74
2,165
2,749
2,968
2,326
2,144
2,262
2,110
2,220
2,865
2,340
2,537
2,546
2,146
2,879
3,22
3,71
3,288
3,345
3,938
3,1011
3,101
3,549
3,105
3,861
3,782
3,72
3,284
3,747
3,476
3,38
3,96
3,379
3,599
3,41
3,640
3,47
4,5
4,6
4,12
4,14
4,21
4,59
4,168
4,441
4,781
4,100
4,496
4,856
4,579
4,830
4,189
4,282
4,649
4,1018
4,366
4,429
4,769
4,101
4,1006
4,844
4,969
4,964
4,125
4,751
4,126
4,538
4,639
4,435
4,861
4,129
4,550
4,380
4,611
4,284
4,842
4,641
4,807
4,868
4,309
4,930
4,276
4,426
4,505
4,313
5,8
5,9
5,11
5,52
5,53
5,98
5,214
5,230
5,488
5,258
5,441
5,625
5,523
5,862
5,899
5,462
5,772
5,974
5,278
5,176
5,272
5,617
5,385
5,359
5,588
5,986
5,1005
5,356
5,706
5,180
5,92
5,719
5,473
5,937
5,538
5,658
5,615
5,927
5,187
5,211
5,677
5,874
5,980
5,991
5,764
5,793
5,918
5,286
5,193
5,542
5,760
5,164
5,643
5,975
5,964
5,457
6,18
6,85
6,310
6,541
6,639
6,930
6,1018
6,226
6,531
6,830
6,317
6,868
6,751
6,649
6,100
7,101
7,782
7,1006
7,276
7,747
7,284
7,476
7,380
7,861
7,505
7,345
7,693
7,611
7,823
7,288
8,40
8,51
8,174
8,404
8,507
8,530
8,609
8,646
8,136
8,230
8,806
8,772
8,111
8,906
8,974
8,307
8,156
8,200
8,760
8,519
8,407
8,643
8,515
8,209
8,962
8,827
8,1016
8,700
8,457
8,123
9,10
9,13
9,92
9,124
9,256
9,516
9,704
9,392
9,403
9,411
9,739
9,839
9,131
9,413
9,556
9,616
9,1020
9,31
9,991
9,1019
9,956
9,150
9,572
9,780
9,438
9,670
9,347
9,162
9,985
9,222
9,975
9,323
9,753
9,298
10,31
10,323
10,411
10,413
10,438
10,991
10,820
10,975
10,392
10,956
10,780
10,985
11,24
11,29
11,60
11,63
11,211
11,785
11,896
11,720
11,932
11,477
11,614
11,663
11,801
11,854
11,166
11,674
11,894
11,768
11,184
11,181
11,155
11,456
11,305
11,774
11,28
11,362
11,587
11,596
11,316
11,234
11,406
11,762
11,130
12,100
12,781
12,964
12,1018
12,830
12,226
12,429
12,769
12,751
12,1006
12,856
12,380
13,15
13,19
13,23
13,49
13,62
13,386
13,533
13,761
13,95
13,601
13,787
13,290
13,162
13,250
13,124
13,1023
13,485
13,247
13,704
13,244
13,500
13,991
13,298
13,228
13,246
13,249
13,455
13,497
13,729
13,449
13,670
13,697
13,654
13,683
14,17
14,69
14,68
14,723
14,579
14,969
14,389
14,264
14,154
14,426
14,989
14,786
14,641
14,619
14,799
15,26
15,30
15,50
15,55
15,78
15,208
15,331
15,835
15,115
15,149
15,259
15,419
15,716
15,217
15,399
15,294
15,526
15,613
15,758
15,776
15,679
15,511
15,506
15,900
15,653
15,253
15,565
15,605
15,91
15,239
15,19
15,802
15,787
15,898
15,207
16,81
16,83
16,93
16,773
16,821
16,954
16,779
16,958
16,163
16,471
16,970
16,147
16,177
16,661
16,240
16,928
16,705
16,725
16,528
16,582
16,895
16,260
16,315
16,1001
16,243
16,332
16,559
16,872
16,420
16,373
16,715
16,673
16,885
16,344
17,34
17,68
17,80
17,242
17,484
17,645
17,667
17,170
17,951
17,849
17,57
17,121
17,487
17,264
17,709
17,850
17,330
17,277
17,296
17,77
17,712
17,381
17,847
17,308
17,552
17,389
17,786
17,171
17,369
17,804
17,828
17,790
17,871
17,924
17,666
18,531
18,541
18,85
18,639
18,930
18,90
18,310
18,766
18,868
18,882
18,428
18,792
19,95
19,533
19,250
19,386
19,162
19,485
19,761
19,290
19,285
20,27
20,32
20,157
20,393
20,427
20,349
20,829
20,548
20,919
20,972
20,202
20,299
20,512
20,470
20,843
20,300
20,881
20,48
20,468
20,811
20,88
20,382
21,37
21,282
21,554
21,366
21,309
21,1012
21,65
21,129
21,183
21,807
21,168
21,429
21,384
21,313
21,100
21,751
21,226
22,38
22,41
22,105
22,221
22,96
22,345
22,808
22,338
22,287
22,353
22,128
22,938
22,173
22,401
22,577
22,618
22,892
22,599
22,823
22,436
22,635
22,660
22,678
22,1008
22,672
22,47
23,43
23,45
23,61
23,216
23,228
23,229
23,249
23,301
23,376
23,160
23,852
23,1002
23,795
23,432
23,70
23,628
23,275
23,697
23,46
23,731
23,855
23,543
23,877
23,654
23,923
23,335
23,450
23,89
23,421
24,28
24,36
24,305
24,443
24,442
24,574
24,63
24,445
24,801
24,854
24,130
24,589
24,492
24,218
24,720
24,590
25,75
25,289
25,460
25,326
25,903
25,340
25,493
25,319
25,110
25,144
25,220
25,118
25,834
25,965
25,398
25,304
25,454
26,35
26,76
26,87
26,201
26,208
26,235
26,950
26,217
26,254
26,696
26,114
26,417
26,691
26,253
26,259
26,266
26,434
