Node1,Node2
0,1
0,5
0,9
0,10
0,117
0,254
0,712
0,12
0,134
0,158
0,173
0,185
0,353
0,356
0,162
0,95
0,184
0,334
0,460
0,487
0,673
0,3
0,76
0,415
0,664
0,726
0,301
0,200
0,359
0,865
0,6
0,20
0,885
0,555
0,855
0,392
0,51
0,670
0,456
0,136
0,253
0,384
1,2
1,3
1,4
1,12
1,20
1,34
1,70
1,185
1,220
1,356
1,47
1,16
1,162
1,221
1,708
1,805
1,903
1,904
1,961
1,27
1,5
1,117
1,138
1,254
1,286
1,315
1,384
1,447
1,421
1,6
1,7
1,49
1,94
1,380
1,392
1,413
1,831
1,878
1,927
1,504
1,246
1,670
1,100
1,166
1,202
1,664
1,752
1,934
1,229
1,844
1,666
1,569
1,594
1,872
1,949
1,300
1,147
1,466
2,7
2,708
2,805
2,808
2,12
2,82
2,627
2,8
2,16
2,47
2,13
2,314
2,633
2,767
2,719
2,969
2,672
2,78
2,151
2,183
2,730
2,865
2,184
2,884
2,87
2,107
2,263
2,413
2,441
2,896
2,904
2,961
3,21
3,30
3,47
3,356
3,32
3,359
3,135
3,94
3,399
3,845
3,337
3,46
3,903
3,712
3,956
3,42
3,402
3,419
3,902
3,921
3,384
3,131
3,221
3,887
3,376
3,726
3,806
3,150
3,286
3,415
4,6
4,315
4,34
4,20
4,934
4,31
4,127
4,480
4,917
4,115
4,236
4,227
4,56
4,469
4,979
4,246
4,60
4,74
4,128
4,413
4,519
4,100
4,262
4,583
4,594
4,930
4,380
4,118
4,466
4,94
4,319
5,10
5,173
5,448
5,95
5,573
5,93
5,885
5,47
5,144
5,379
5,447
5,162
5,185
5,184
5,456
5,481
6,11
6,23
6,408
6,556
6,315
6,176
6,75
6,127
6,253
6,262
6,140
6,203
6,749
6,879
6,27
6,380
6,673
6,555
6,831
6,236
6,314
7,8
7,82
7,627
7,151
7,708
7,316
7,543
7,730
7,805
7,808
7,17
7,29
7,34
7,355
7,384
7,803
7,904
7,510
7,719
7,830
7,852
7,949
7,80
7,284
7,911
7,16
7,499
7,811
7,38
7,224
8,17
8,29
8,355
8,77
8,543
8,627
8,183
8,151
8,243
8,757
8,47
8,354
8,422
8,808
8,586
8,606
8,16
8,384
8,779
8,668
9,33
9,93
9,95
9,152
9,158
9,935
9,136
9,159
9,216
9,266
9,430
9,185
9,514
9,587
9,673
9,219
9,320
9,980
9,182
9,184
9,476
9,438
9,368
9,117
9,313
9,460
9,505
9,20
10,15
10,76
10,134
10,173
10,712
10,448
10,473
10,877
10,95
10,353
10,525
10,430
10,117
10,458
10,664
10,451
10,47
10,487
10,505
10,528
10,334
10,437
10,779
10,889
10,73
11,43
11,118
11,176
11,23
11,75
11,753
11,55
11,175
11,661
11,449
11,253
11,373
11,477
11,79
11,137
11,394
11,616
11,863
11,112
11,294
11,642
11,879
11,744
11,621
11,155
11,619
11,871
11,44
12,13
12,16
12,22
12,27
12,124
12,162
12,185
12,166
12,220
12,254
12,301
12,366
12,471
12,516
12,831
12,767
12,52
12,227
12,353
12,356
12,407
12,564
12,670
12,709
12,972
12,856
12,67
12,81
12,82
12,255
12,808
12,932
12,961
12,1019
12,700
12,14
12,314
12,316
12,341
12,675
12,752
12,1009
12,200
12,57
12,178
12,198
12,396
12,550
12,579
12,580
12,650
12,878
12,344
12,177
12,244
12,334
12,529
12,636
12,759
12,585
12,151
12,221
12,360
12,473
12,688
12,723
12,885
12,299
12,266
12,370
13,14
13,18
13,51
13,81
13,83
13,308
13,412
13,713
13,255
13,648
13,672
13,162
13,25
13,724
13,78
13,27
13,356
13,670
13,719
13,813
13,874
13,1017
13,709
13,142
13,370
13,896
13,235
13,54
13,143
13,314
13,344
13,761
13,867
13,47
13,89
13,366
13,382
13,915
13,396
13,133
13,183
13,268
13,335
13,404
13,774
13,131
13,422
14,89
14,133
14,412
14,276
14,435
14,896
14,648
14,252
14,550
14,599
14,920
14,78
14,671
14,742
14,907
14,465
14,129
14,700
14,366
14,352
14,878
14,265
14,87
14,280
14,401
14,442
14,472
15,418
15,448
15,877
15,473
15,573
15,134
15,451
15,458
15,95
15,437
15,889
15,266
15,237
15,980
15,301
16,67
16,301
16,605
16,380
16,927
16,972
16,20
16,166
16,708
16,999
16,221
16,564
16,675
16,396
16,49
16,581
16,585
16,117
16,466
16,549
16,688
16,903
16,472
16,369
16,700
16,930
16,885
16,62
16,480
17,19
17,77
17,29
17,35
17,64
17,501
17,322
17,38
17,627
17,773
17,284
17,82
17,811
17,321
17,675
17,288
17,668
17,800
17,1014
17,37
17,172
17,349
17,381
17,999
18,25
18,36
18,54
18,78
18,358
18,576
18,620
18,660
18,684
18,81
18,217
18,807
18,905
18,249
18,378
18,457
18,344
18,129
18,308
18,901
18,441
18,360
18,434
18,511
18,813
18,828
18,939
18,1017
18,317
18,954
18,704
18,682
18,760
18,896
19,35
19,64
19,68
19,190
19,191
19,372
19,194
19,172
19,257
19,558
19,464
19,624
19,853
19,501
19,765
19,773
19,738
19,908
19,82
19,610
19,718
19,803
19,192
19,730
19,77
19,239
19,321
19,633
19,390
19,183
20,31
20,56
20,917
20,128
20,343
20,822
20,27
20,138
20,480
20,934
20,303
20,413
20,605
20,140
20,300
20,904
20,930
20,254
20,198
20,392
20,549
20,585
20,821
20,864
20,1019
20,115
20,124
20,286
20,752
21,24
21,46
21,71
21,88
21,359
21,40
21,126
21,154
21,419
21,615
21,657
21,921
21,399
21,32
21,823
21,504
21,42
21,348
21,113
21,197
21,475
21,961
21,186
21,389
21,560
21,356
21,204
21,226
22,26
22,59
22,407
22,688
22,819
22,116
22,310
22,39
22,230
22,856
22,166
22,170
22,250
22,471
22,207
22,363
22,220
22,240
22,655
22,687
22,878
22,769
22,972
22,222
23,175
23,408
23,741
23,43
23,556
23,176
23,520
23,262
23,161
23,818
23,75
23,450
23,120
23,371
23,388
23,488
23,203
23,253
23,414
23,447
23,290
23,494
24,40
24,154
24,376
24,88
24,41
24,66
24,734
24,657
24,921
24,630
24,788
24,706
24,46
24,160
24,362
24,187
24,278
24,503
24,937
24,941
24,1011
24,1015
24,193
24,534
24,823
24,425
24,689
24,463
25,101
25,145
25,235
25,142
25,206
25,684
25,724
25,165
25,270
25,641
25,317
25,378
25,772
25,954
25,83
25,498
25,660
25,984
25,705
25,302
25,699
25,804
25,452
25,620
25,681
25,129
25,143
26,39
26,53
26,62
26,96
26,310
26,856
26,989
26,119
26,369
26,688
26,1013
26,207
26,91
26,222
26,250
26,328
26,444
26,590
26,429
26,1001
26,617
26,453
26,801
26,407
26,1008
26,812
26,433
26,797
26,924
26,146
26,170
26,432
26,244
26,340
27,28
27,52
27,72
27,100
27,384
27,413
27,594
27,609
27,97
27,111
27,124
27,210
27,341
27,1019
27,815
27,229
27,629
27,650
27,874
27,301
27,666
27,917
27,904
27,198
27,421
27,569
27,724
27,927
27,386
27,83
27,767
27,1020
27,308
27,94
27,246
27,299
27,805
27,950
27,203
27,30
27,235
27,63
27,274
27,404
28,97
28,609
28,413
28,108
28,594
28,251
28,323
28,335
28,468
28,690
28,384
28,666
28,125
28,299
28,867
28,269
28,431
29,38
29,183
29,501
29,543
29,803
29,757
29,355
29,243
29,627
29,811
29,852
29,77
29,151
29,322
29,830
29,606
29,35
29,284
29,610
29,708
29,798
29,286
30,32
30,45
30,875
30,153
30,47
30,63
30,94
30,135
30,845
30,73
30,337
30,123
30,956
30,427
30,903
30,712
30,440
30,134
30,399
30,511
30,507
31,115
31,127
31,128
31,203
31,241
31,56
31,236
31,343
31,607
31,711
31,822
31,917
31,749
31,979
31,65
31,462
31,934
31,858
31,74
31,930
31,109
31,164
31,258
31,512
31,943
31,777
31,395
31,745
31,750
31,84
31,392
31,490
31,166
31,506
32,42
32,63
32,94
32,135
32,402
32,504
32,45
32,123
32,522
32,540
32,845
32,333
32,399
32,150
32,168
32,359
32,526
32,806
32,149
32,154
32,615
32,374
32,463
32,213
32,483
32,643
32,376
32,204
32,361
32,486
32,630
32,227
32,238
33,136
33,144
33,159
33,603
33,446
33,182
33,158
33,216
33,266
33,555
33,320
33,215
33,379
33,281
33,313
33,587
33,93
33,436
33,618
33,967
33,117
33,184
33,443
34,49
34,185
34,122
34,57
34,227
34,195
34,469
34,70
34,106
34,878
34,115
34,236
34,614
34,549
34,350
34,393
34,421
34,246
34,162
34,979
34,127
34,256
34,462
35,37
35,322
35,372
35,610
35,853
35,172
35,190
35,558
35,77
35,624
35,632
35,474
35,218
35,284
35,38
35,387
35,659
35,798
35,718
35,947
36,217
36,378
36,684
36,826
36,358
36,54
36,479
36,454
36,78
36,307
36,660
36,699
36,442
36,828
36,404
36,704
36,441
36,107
36,975
36,457
36,761
36,791
36,663
36,145
37,284
37,322
37,610
37,853
37,298
37,349
37,381
37,632
37,765
37,372
37,390
37,668
37,387
37,321
37,474
37,748
37,624
38,243
38,183
38,543
38,354
38,606
38,422
38,64
38,949
38,811
38,1014
38,501
38,773
39,119
39,328
39,1013
39,53
39,222
39,571
39,233
39,453
39,59
39,91
39,444
39,801
39,484
39,819
39,156
39,296
39,968
39,369
39,363
39,433
39,240
40,41
40,48
40,66
40,132
40,376
40,88
40,160
40,389
40,439
40,823
40,71
40,86
40,193
40,226
40,560
40,788
40,630
40,459
40,1002
40,278
40,419
40,706
40,941
40,762
40,657
40,126
40,669
40,187
41,86
41,160
41,193
41,560
41,1015
41,588
41,630
41,88
41,689
41,531
41,48
41,359
41,187
41,126
41,526
41,362
42,113
42,63
42,402
42,131
42,186
42,201
42,309
42,204
42,375
42,397
42,329
42,504
42,135
42,88
42,535
42,272
43,44
43,75
43,79
43,55
43,120
43,264
43,394
43,477
43,886
43,520
43,104
43,161
43,253
43,398
43,449
43,810
43,294
43,103
43,169
43,371
43,408
43,488
43,741
43,304
43,492
43,568
43,450
43,619
43,642
43,861
43,879
43,282
43,383
43,424
44,55
44,398
44,520
44,61
44,449
44,75
44,394
44,137
44,161
44,253
44,282
44,789
44,290
44,311
44,810
44,304
44,496
44,892
44,982
45,50
45,73
45,150
45,153
45,337
45,845
45,875
45,427
45,149
45,956
45,228
45,123
45,643
45,953
45,522
45,135
45,213
45,289
45,584
45,1003
45,483
45,652
45,374
45,559
45,615
45,397
45,205
46,423
46,359
46,88
46,374
46,419
46,126
46,154
46,657
46,197
46,734
46,956
46,903
46,337
46,376
46,348
46,193
46,643
46,71
47,73
47,779
47,875
47,228
47,315
47,380
47,422
47,934
47,344
47,909
47,808
48,226
48,467
48,66
48,425
48,941
48,88
48,132
48,937
48,348
48,86
48,788
48,439
48,160
48,651
48,359
48,734
48,1015
48,71
48,419
48,509
49,57
49,106
49,122
49,246
49,256
49,195
49,549
49,466
49,286
49,675
49,897
49,581
49,872
49,844
49,859
49,67
50,69
50,98
50,575
50,326
50,698
50,727
50,238
50,953
50,768
50,205
50,584
50,228
50,123
50,327
50,420
50,483
50,94
50,150
50,522
50,391
50,836
50,440
51,58
51,255
51,263
51,465
51,648
51,672
51,884
51,83
51,265
51,719
51,248
51,370
51,277
51,412
51,713
51,162
51,740
51,911
51,712
51,81
51,1006
51,857
51,95
51,435
52,111
52,1019
52,245
52,124
52,972
52,407
52,670
52,585
52,210
52,656
52,808
52,396
52,629
52,627
52,581
52,709
53,91
53,233
53,369
53,687
53,119
53,453
53,484
53,328
53,250
53,655
53,571
53,825
53,429
53,801
53,532
53,989
54,307
54,576
54,344
54,360
54,454
54,699
54,975
54,905
54,249
54,434
54,704
54,807
54,81
54,370
54,847
54,670
55,61
55,103
55,104
55,137
55,311
55,388
55,449
55,518
55,508
55,155
55,259
55,373
55,621
55,863
55,488
55,716
55,849
55,118
55,209
55,264
55,212
55,347
55,398
55,477
55,818
55,120
55,778
55,789
55,619
55,854
55,894
55,394
55,161
55,492
56,60
56,822
56,864
56,65
56,179
56,414
56,297
56,784
56,203
56,300
56,128
56,605
56,777
56,786
56,171
56,92
56,109
56,199
56,506
56,246
56,166
56,236
56,275
56,319
56,469
56,927
56,579
56,489
57,256
57,106
57,195
57,122
57,185
57,227
57,549
57,286
57,316
57,897
57,255
57,537
57,421
58,80
58,248
58,265
58,263
58,719
58,672
58,545
58,465
58,911
58,713
58,723
58,308
58,102
58,83
58,740
58,224
58,151
59,116
59,146
59,292
59,244
59,170
59,407
59,665
59,812
59,230
59,156
59,819
59,694
59,816
59,856
59,968
59,166
59,240
59,799
59,670
59,220
59,999
59,306
59,709
59,769
59,770
59,801
59,1001
59,976
60,65
60,179
60,864
60,822
60,84
60,777
60,189
60,512
60,680
60,858
60,300
60,105
60,986
60,109
60,692
60,786
60,90
60,749
60,519
60,85
61,181
61,259
61,492
61,818
61,449
61,225
61,311
61,520
61,849
61,388
61,103
61,155
61,209
61,347
61,518
61,763
61,104
61,424
61,778
61,888
61,477
61,515
61,508
61,79
61,394
61,120
61,338
61,646
62,110
62,273
62,330
62,590
62,444
62,96
62,989
62,688
62,119
62,729
62,1008
62,310
62,91
62,233
62,328
62,952
62,856
62,207
62,869
62,433
62,296
62,363
63,123
63,168
63,540
63,113
63,463
63,875
63,131
63,977
63,309
63,440
63,361
63,149
63,375
63,507
63,374
63,213
64,172
64,558
64,624
64,191
64,190
64,68
64,610
64,765
64,464
64,949
64,114
64,372
64,577
64,800
64,257
64,288
65,74
65,84
65,90
65,109
65,751
65,784
65,858
65,414
65,189
65,634
65,275
65,297
65,92
65,164
65,179
65,512
65,864
65,607
65,680
65,749
65,567
65,639
65,868
65,692
65,171
65,754
65,167
65,605
65,750
65,711
66,389
66,376
66,160
66,467
66,521
66,706
66,918
66,971
66,734
66,193
66,154
66,439
66,1002
66,348
66,503
66,1010
66,419
67,177
67,428
67,932
67,999
67,700
67,605
67,670
67,856
67,623
67,831
67,564
67,1009
67,156
68,114
68,190
68,372
68,191
68,667
68,257
68,558
68,501
68,174
68,853
68,765
68,757
68,218
68,293
68,640
68,517
68,597
68,758
68,947
68,314
69,205
69,238
69,574
69,652
69,575
69,391
69,98
69,768
69,326
69,327
69,547
69,727
69,654
69,953
69,929
69,584
69,228
69,796
70,138
70,178
70,202
70,961
70,221
70,392
70,614
70,714
70,220
70,859
70,286
70,396
70,582
70,743
70,708
70,122
70,972
70,904
70,146
71,126
71,921
71,88
71,399
71,615
71,132
71,657
71,154
71,374
71,788
71,459
71,197
71,160
71,362
72,210
72,229
72,341
72,600
72,384
72,124
72,629
72,787
72,198
72,111
72,585
72,609
72,636
72,708
72,917
72,724
72,543
72,386
72,984
72,564
72,356
73,149
73,956
73,150
73,779
73,228
73,643
73,909
73,483
73,1003
73,486
73,123
73,522
73,953
73,768
73,796
73,836
73,359
73,326
73,440
73,540
74,121
74,196
74,258
74,260
74,90
74,171
74,639
74,858
74,489
74,583
74,297
74,189
74,745
74,751
74,461
74,554
74,948
74,607
74,711
74,414
74,109
74,480
75,253
75,394
75,886
75,176
75,118
75,737
75,282
75,879
75,408
75,616
75,934
75,103
75,491
75,943
75,388
75,380
76,524
76,134
76,712
76,877
76,448
76,673
76,487
76,301
76,184
76,359
76,885
76,380
76,648
76,451
76,525
77,798
77,355
77,627
77,730
77,632
77,422
77,288
77,606
77,322
78,87
78,107
78,143
78,249
78,783
78,828
78,527
78,404
78,441
78,620
78,129
78,268
78,905
78,939
78,442
78,511
78,761
78,457
78,81
78,217
78,682
78,576
78,252
78,550
78,434
78,648
78,713
78,730
78,805
78,352
79,112
79,120
79,264
79,161
79,169
79,426
79,294
79,410
79,894
79,188
79,211
79,367
79,685
79,970
79,982
79,520
79,477
79,338
79,103
79,621
79,958
79,840
80,102
80,523
80,248
80,224
80,265
80,544
80,719
80,401
80,701
80,499
80,596
80,899
80,793
80,406
80,963
80,703
80,403
80,593
80,981
80,316
81,83
81,124
81,620
81,353
81,761
81,434
81,407
81,548
81,704
81,901
81,307
81,142
81,244
81,302
82,151
82,314
82,316
82,633
82,730
82,627
82,675
82,501
82,624
82,301
82,803
82,198
82,288
82,867
83,412
83,308
83,465
83,648
83,672
83,255
83,641
83,609
83,874
83,108
83,299
83,307
84,85
84,199
84,208
84,680
84,692
84,357
84,414
84,92
84,786
84,864
84,179
84,109
84,297
84,784
84,572
84,746
84,938
84,164
84,695
84,711
84,121
85,92
85,130
85,167
85,261
85,319
85,377
85,786
85,141
85,208
85,551
85,680
85,312
85,267
85,538
85,199
85,279
85,416
85,795
85,1018
85,570
85,746
85,318
85,109
85,873
85,179
85,90
86,278
86,346
86,459
86,651
86,689
86,560
86,193
86,630
86,1015
86,132
86,588
86,226
86,419
86,706
86,425
86,475
86,126
87,129
87,404
87,511
87,527
87,939
87,566
87,143
87,249
87,441
87,457
87,268
87,107
87,783
87,344
88,615
88,657
88,376
88,921
88,126
88,359
88,160
88,419
88,630
88,734
88,941
88,374
88,467
88,560
88,937
88,226
88,531
88,1010
88,956
88,706
88,113
88,346
89,133
89,139
89,252
89,611
89,896
89,276
89,435
89,742
89,721
89,735
89,862
89,907
89,920
89,998
89,974
89,599
89,470
89,314
90,105
90,164
90,189
90,275
90,196
90,567
90,754
90,784
90,751
90,626
90,639
90,554
90,913
90,948
90,750
90,858
90,489
90,786
90,512
90,868
91,369
91,233
91,484
91,687
91,310
91,250
91,207
91,655
91,328
91,363
91,590
91,222
91,825
91,729
91,952
91,170
92,318
92,167
92,551
92,864
92,130
92,570
92,179
92,319
92,602
92,300
92,680
92,171
92,717
92,258
93,99
93,514
93,552
93,855
93,889
93,635
93,95
93,430
93,707
93,885
93,935
93,216
93,152
93,266
93,159
93,817
93,144
93,368
93,379
93,446
93,481
93,232
93,747
93,928
93,438
93,877
93,117
94,333
94,522
94,123
94,875
94,504
94,399
94,806
94,413
94,337
94,359
94,629
94,902
94,872
95,219
95,266
95,430
95,272
95,514
95,889
95,162
95,411
95,635
95,885
95,928
95,516
95,254
95,587
95,935
95,856
95,622
95,855
95,942
95,548
95,152
95,173
95,438
95,557
95,747
95,712
95,1009
96,207
96,250
96,429
96,617
96,119
96,655
96,222
96,533
96,571
96,989
96,1001
96,363
96,444
96,273
96,330
96,110
96,856
96,1013
96,687
97,108
97,335
97,629
97,341
97,100
97,417
97,468
97,612
97,594
97,180
97,386
97,636
97,413
97,198
97,666
97,842
97,910
97,111
97,771
97,609
97,690
97,965
97,650
97,471
98,326
98,575
98,238
98,391
98,654
98,698
98,547
98,574
98,768
98,796
98,652
98,205
98,228
98,584
98,591
99,237
99,855
99,514
99,405
99,707
99,885
99,928
99,552
99,438
99,846
99,622
99,935
99,446
99,889
99,980
99,481
99,159
99,443
100,180
100,198
100,874
100,417
100,299
100,565
100,594
100,690
100,529
100,612
100,867
100,708
100,342
100,128
100,315
100,743
100,519
101,142
101,206
101,235
101,145
101,724
101,302
101,684
101,382
101,148
101,663
101,826
101,660
101,493
101,378
101,683
101,705
101,847
101,641
102,224
102,234
102,523
102,541
102,544
102,785
102,978
102,1006
102,703
102,702
102,870
102,701
102,981
102,545
103,424
103,508
103,646
103,888
103,883
103,104
103,259
103,621
103,518
103,863
103,311
103,494
103,488
103,959
103,181
103,264
103,1022
103,212
103,737
103,388
104,155
104,373
104,488
104,371
104,388
104,449
104,833
104,311
104,520
104,778
104,494
104,347
104,763
104,225
104,383
104,677
104,1022
104,883
104,959
104,212
104,827
104,886
104,958
104,398
104,492
105,189
105,275
105,634
105,567
105,754
105,858
105,626
105,692
105,196
105,291
105,261
105,489
105,722
105,751
106,195
106,466
106,122
106,246
106,256
106,549
106,897
106,469
106,614
106,878
107,268
107,271
107,249
107,682
107,704
107,783
107,441
107,791
107,828
107,761
107,939
107,550
108,125
108,323
108,386
108,612
108,251
108,335
108,609
108,691
108,147
108,468
108,910
108,180
108,666
108,561
108,815
108,409
108,269
108,965
108,285
108,530
108,308
109,414
109,858
109,784
109,692
109,357
109,680
109,241
109,395
109,554
109,986
109,312
110,296
110,433
110,444
110,729
110,273
110,797
110,432
110,1008
110,952
110,688
110,989
110,429
110,330
110,453
110,250
111,245
111,210
111,815
111,1019
111,124
111,787
111,962
111,594
111,366
111,384
111,927
111,752
111,569
112,211
112,247
112,744
112,426
112,294
112,496
112,264
112,338
112,871
112,120
112,367
112,188
112,520
112,685
112,161
112,661
112,214
112,810
113,131
113,186
113,201
113,204
113,397
113,309
113,329
113,463
113,977
113,123
113,361
113,535
113,289
113,540
113,375
113,150
113,348
113,154
113,135
113,160
114,174
114,192
114,474
114,667
114,218
114,190
114,372
114,597
114,257
114,659
114,293
114,194
114,718
114,947
114,239
114,765
114,853
114,321
114,601
114,172
114,632
115,140
115,236
115,343
115,241
115,128
115,303
115,519
115,930
115,127
115,350
115,462
115,749
115,979
115,164
115,138
116,170
116,230
116,851
116,819
116,310
116,244
116,407
116,146
116,799
116,250
116,306
116,340
116,924
116,207
116,1021
116,1001
116,916
116,156
116,351
117,283
117,254
117,712
117,421
117,162
117,473
117,673
117,573
117,876
117,580
117,418
117,972
117,158
117,451
117,942
117,564
118,661
118,753
118,176
118,175
118,155
118,821
118,1023
118,311
118,231
118,262
118,492
118,398
118,259
118,477
119,222
119,571
119,233
119,429
119,453
119,1008
119,688
119,801
119,1001
119,989
119,819
119,797
120,161
120,169
120,410
120,477
120,894
120,568
120,304
120,394
120,970
120,294
120,715
120,871
120,1000
120,716
120,886
121,171
121,260
121,196
121,554
121,639
121,461
121,583
121,890
121,297
121,489
121,258
121,948
121,784
121,490
121,482
121,634
122,195
122,256
122,466
122,227
122,549
122,831
122,579
122,286
122,537
122,999
122,246
122,675
123,289
123,168
123,504
123,540
123,333
123,399
123,150
123,238
123,204
123,440
123,836
123,359
123,228
123,463
123,563
123,657
123,575
123,652
123,1003
123,186
124,166
124,564
124,516
124,471
124,366
124,585
124,969
124,185
124,220
124,356
124,255
124,787
124,898
124,865
124,263
124,645
124,353
124,134
125,147
125,251
125,274
125,342
125,691
125,386
125,957
125,674
125,285
125,561
125,965
125,936
125,612
125,625
125,269
125,157
125,323
125,604
125,513
125,766
125,946
125,771
125,609
125,365
125,608
125,835
125,690
126,399
126,154
126,376
126,187
126,845
126,362
126,679
126,132
126,423
126,389
126,630
126,937
127,749
127,203
127,241
127,395
127,343
127,140
127,930
127,934
127,711
127,303
127,176
127,480
127,350
127,553
127,262
128,506
128,241
128,343
128,462
128,140
128,236
128,469
128,784
128,164
128,138
128,743
128,858
128,171
128,195
128,583
128,607
128,1019
129,566
129,939
129,404
129,527
129,143
129,441
129,660
129,465
129,742
130,141
130,261
130,538
130,938
130,312
130,377
130,795
130,1018
130,717
130,731
130,940
130,993
130,775
130,602
130,199
130,416
130,208
130,357
130,318
131,329
131,397
131,186
131,204
131,402
131,806
131,507
131,504
131,201
131,977
131,956
131,162
131,229
131,168
131,235
132,348
132,439
132,509
132,1002
132,193
132,226
132,838
132,941
132,1010
132,823
132,1015
132,475
132,531
132,689
132,679
132,459
132,588
133,920
133,611
133,896
133,412
133,139
133,721
133,276
133,776
133,252
133,735
133,280
133,774
133,345
133,235
134,437
134,356
134,334
134,415
134,712
134,173
134,877
134,184
134,587
135,402
135,153
135,875
135,427
135,909
135,836
135,149
135,399
135,584
136,223
136,603
136,144
136,555
136,313
136,446
136,430
136,158
136,411
136,159
136,364
136,456
136,182
136,756
136,438
136,592
137,449
137,518
137,388
137,259
137,212
137,642
137,789
138,392
138,714
138,743
138,902
138,202
138,178
138,582
138,614
138,872
138,904
138,805
138,396
138,961
138,220
138,664
138,417
138,343
138,353
138,528
139,435
139,742
139,896
139,252
139,611
139,907
139,983
139,774
139,470
139,776
139,345
139,352
139,862
139,925
139,671
139,920
139,412
139,599
139,276
140,303
140,350
140,343
140,462
140,236
140,519
140,930
140,176
140,254
140,858
140,241
141,538
141,717
141,938
141,1018
141,551
141,940
141,602
141,199
141,695
141,873
141,291
141,312
141,318
142,206
142,302
142,641
142,724
142,317
142,813
142,804
142,145
142,382
142,954
142,681
142,148
142,356
142,378
142,385
142,173
142,286
143,442
143,828
143,527
143,511
143,783
143,761
143,566
143,162
143,404
143,370
143,874
143,263
144,182
144,446
144,555
144,281
144,159
144,215
144,603
144,364
144,443
144,158
144,232
144,332
144,456
144,184
144,411
144,592
144,379
145,148
145,165
145,270
145,498
145,235
145,683
145,163
145,302
145,663
145,705
145,772
145,206
145,860
145,378
145,339
145,681
145,954
145,457
146,156
146,244
146,812
146,816
146,292
146,170
146,968
146,240
146,665
146,694
146,539
